"x","y"
-0.100848715953307,0.00535965639915646
-0.000221753261615998,0.997263241756101
0.0969226733806363,0.00544849900865411
2.13237334859236,0.00160160490049499
3.43722461890593,0.00170573690742358
3.44602260471504,0.00123110376685776
3.45665350423438,0.00201586045372367
3.47150010528725,0.00147984011234195
3.47919834287022,0.00121997100552167
3.49441152666514,0.00117890100972828
3.49991026779583,0.000988364322839409
3.5059588830396,0.00119626703688979
3.50980800183108,0.00119354209348724
3.51292395513848,0.00115325547671416
3.52245510643168,0.00186928416108245
3.54811589837491,0.0485513194635177
3.55947996337835,0.220054280062187
3.56809465781643,0.115908864521149
3.5789088487068,0.273423616864989
3.5932055756466,0.101471955672633
3.61336762645914,0.03818033344528
3.64067804074159,0.0049250971474401
3.64929273517968,0.00708969831601199
3.66120667429618,0.0481845765231978
3.6637727534905,0.0534720573768405
3.66780516365301,0.0469065476776965
3.67770289768826,0.044136472188998
3.68815050583658,0.0607222335864706
3.69841482261387,0.187748374201519
3.70134748455024,0.177141121746082
3.7097788876173,0.287918411345165
3.7200432043946,0.178237437048574
3.72260928358892,0.182413350345264
3.72920777294575,0.218275499814386
3.76586604715038,0.00446490586924445
3.79482608377203,0.238098439947954
3.80142457312886,0.08101253696823
3.81132230716411,0.300752688796539
3.82085345845731,0.0945016483712773
3.83130106660563,0.0450585464388772
3.83570005951019,0.0493491234630323
3.84101550926986,0.0425947653938536
3.84633095902953,0.0207361237068928
3.85824489814603,0.00921848353084052
3.87345808194095,0.0136849460282245
3.87914011444266,0.0116602793137897
3.89123734493019,0.1580211596076
3.89691937743191,0.169256678660695
3.90791685969329,0.110032654073939
3.91359889219501,0.123066439927964
3.93321106889448,0.00429789081276721
3.94475842526894,0.00754417295333958
3.94989058365759,0.00853510689443097
3.95520603341726,0.00665865413998591
3.96088806591897,0.00630038655027365
4.00432812085145,0.219412550825935
4.01734180819409,0.206527620492304
4.03897018997482,0.168085790402756
4.05143400320439,0.0137351329350301
4.05674945296407,0.0127255329627996
4.06078186312657,0.013035524820385
4.06353123369192,0.0125494685279842
4.06536414740215,0.0127912929042676
4.07214592813001,0.00851294604740375
4.07727808651865,0.00702850020668375
4.10073938200961,0.00832851431425938
4.11466952620737,0.143828948650653
4.12053485008011,0.158270804267552
4.13519815976196,0.00912103050538685
4.15554350194553,0.00253205320197058
4.50379710688945,0.00125717475571912
4.51222850995651,0.00133774461263157
4.53330701762417,0.00190656219722148
4.53733942778668,0.00185656100526978
4.54008879835203,0.00179357665670987
4.54338804303044,0.00183161105879955
4.56391667658503,0.00256454992477873
4.56538300755322,0.00254935169645792
4.57216478828107,0.00241410400990785
4.5763804898146,0.00237372622402465
4.57931315175097,0.00239110238108729
4.58334556191348,0.00243969214014894
4.59434304417487,0.00271870000682755
4.77195238269627,0.192710067305089
4.77946732890822,0.199029379887297
4.81319294117647,0.277071742053278
4.95451058823529,0.00455163808267444
4.97485593041886,0.0027999249306794
4.97687213550011,0.00282002265451088
4.98328733348592,0.00262350932595841
4.98512024719616,0.00260642018276097
4.9878696177615,0.00255574366406763
4.9950179812314,0.00241402297069886
4.99703418631266,0.0023774303912026
5.00033343099107,0.00232774997945318
5.00436584115358,0.00230701744848456
5.0608195834287,0.00214092083637596
8.45794185397116,0.00167879812369919
